COUNTRY,INDICATOR,LABOUR ASPECT,NATIONALITY,UNIT,GENDER,FREQUENCY,DATA SOURCES,DATA STATUS,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA CONFIDENTIALITY
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2013,85456,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2014,92450,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2015,93980,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2016,95081,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2017,95373,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2018,95205,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2019,97185,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2020,101708,,
Oman,Employed,Government Sector,Total,Number (#),Female,Annual,,,2021,102941,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2013,180737,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2014,192222,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2015,193965,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2016,195937,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2017,195680,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2018,195481,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2019,202893,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2020,349272,,
Oman,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2021,351231,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2013,106281,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2014,112847,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2015,114133,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2016,114566,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2017,113642,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2018,113087,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2019,118257,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2020,261015,,
Oman,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2021,262067,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2013,74456,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2014,79375,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2015,79832,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2016,81371,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2017,82038,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2018,82394,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2019,84636,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2020,88257,,
Oman,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2021,89164,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2013,30392,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2014,33611,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2015,35502,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2016,37624,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2017,36383,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2018,35418,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2019,34470,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2020,43912,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2021,41641,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2013,19392,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2014,20536,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2015,21354,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2016,23914,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2017,23048,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2018,22607,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2019,21921,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2020,30461,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2021,27864,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2013,11000,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2014,13075,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2015,14148,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2016,13710,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2017,13335,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2018,12811,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2019,12549,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2020,13451,,
Oman,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2021,13777,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2013,1652996,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2014,1707903,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2015,1845658,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2016,2021848,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2017,2034377,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2018,1981845,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2019,1920444,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2020,1770816,,
Oman,Employed,Private Sector,Total,Number (#),Total,Annual,,,2021,1765747,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2013,1465030,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2014,1502402,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2015,1622216,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2016,1779303,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2017,1779716,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2018,1718799,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2019,1649264,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2020,1490397,,
Oman,Employed,Private Sector,Total,Number (#),Male,Annual,,,2021,1483143,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2013,187966,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2014,205501,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2015,223442,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2016,242545,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2017,254661,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2018,263046,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2019,271180,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2020,280419,,
Oman,Employed,Private Sector,Total,Number (#),Female,Annual,,,2021,282604,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2013,181860,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2014,197510,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2015,209620,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2016,233869,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2017,238688,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2018,252132,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2019,262333,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2020,403452,,
Oman,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2021,422555,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2013,143860,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2014,152959,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2015,159375,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2016,175524,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2017,178021,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2018,187090,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2019,191768,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2020,288237,,
Oman,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2021,295818,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2013,38000,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2014,44551,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2015,50245,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2016,58345,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2017,60667,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2018,65042,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2019,70565,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2020,115215,,
Oman,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2021,126737,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2013,1471136,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2014,1510393,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2015,1636038,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2016,1787979,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2017,1795689,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2018,1729713,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2019,1658111,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2020,1367364,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2021,1343192,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2013,1321170,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2014,1349443,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2015,1462841,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2016,1603779,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2017,1601695,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2018,1531709,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2019,1457496,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2020,1202160,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2021,1187325,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2013,149966,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2014,160950,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2015,173197,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2016,184200,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2017,193994,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2018,198004,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2019,200615,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2020,165204,,
Oman,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2021,155867,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2014,1681623,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2015,1953628,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2016,2052687,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2017,2054502,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2018,2094647,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2019,2107982,,
Qatar,Employed,All Work Sectors,Total,Number (#),Total,Annual,,,2020,2129246,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2014,1479517,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2015,1692859,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2016,1781710,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2017,1778457,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2018,1809932,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2019,1823067,,
Qatar,Employed,All Work Sectors,Total,Number (#),Male,Annual,,,2020,1836039,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2014,202106,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2015,260769,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2016,270977,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2017,276045,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2018,284715,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2019,284915,,
Qatar,Employed,All Work Sectors,Total,Number (#),Female,Annual,,,2020,293207,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2014,90737,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2015,98463,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2016,101445,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2017,104124,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2018,106080,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2019,107547,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Total,Annual,,,2020,110381,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2014,61097,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2015,64141,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2016,65051,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2017,66887,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2018,67652,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2019,68270,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Male,Annual,,,2020,70143,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2014,29640,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2015,34322,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2016,36394,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2017,37057,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2018,38428,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2019,39277,,
Qatar,Employed,All Work Sectors,Citzens,Number (#),Female,Annual,,,2020,40238,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2014,1590886,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2015,1855165,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2016,1951242,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2017,1950558,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2018,1988567,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2019,2000435,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Total,Annual,,,2020,2018865,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2014,1418420,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2015,1628718,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2016,1716659,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2017,1711570,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2018,1742280,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2019,1754797,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Male,Annual,,,2020,1765896,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2014,172466,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2015,226447,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2016,234583,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2017,238988,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2018,246287,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2019,245638,,
Qatar,Employed,All Work Sectors,Non Citzens,Number (#),Female,Annual,,,2020,252969,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2014,254135,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2015,273689,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2016,266541,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2017,266075,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2018,259377,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2019,198168,,
Qatar,Employed,Government Sector,Total,Number (#),Total,Annual,,,2020,243541,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2014,199413,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2015,211745,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2016,206233,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2017,204587,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2018,196294,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2019,142579,,
Qatar,Employed,Government Sector,Total,Number (#),Male,Annual,,,2020,173626,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2014,54722,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2015,61944,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2016,60308,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2017,61488,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2018,63083,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2019,55589,,
Qatar,Employed,Government Sector,Total,Number (#),Female,Annual,,,2020,69915,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2014,79544,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2015,86472,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2016,90815,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2017,93146,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2018,95088,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2019,87368,,
Qatar,Employed,Government Sector,Citzens,Number (#),Total,Annual,,,2020,101172,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2014,53889,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2015,56411,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2016,59055,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2017,60669,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2018,61113,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2019,55253,,
Qatar,Employed,Government Sector,Citzens,Number (#),Male,Annual,,,2020,64150,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2014,25655,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2015,30061,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2016,31760,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2017,32477,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2018,33975,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2019,32115,,
Qatar,Employed,Government Sector,Citzens,Number (#),Female,Annual,,,2020,37022,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2014,174591,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2015,187217,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2016,175726,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2017,172929,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2018,164289,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2019,110800,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Total,Annual,,,2020,142369,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2014,145524,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2015,155334,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2016,147178,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2017,143918,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2018,135181,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2019,87326,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Male,Annual,,,2020,109476,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2014,29067,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2015,31883,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2016,28548,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2017,29011,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2018,29108,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2019,23474,,
Qatar,Employed,Government Sector,Non Citzens,Number (#),Female,Annual,,,2020,32893,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2014,1427488,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2015,1679939,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2016,1786146,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2017,1788427,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2018,1835270,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2019,1909814,,
Qatar,Employed,Private Sector,Total,Number (#),Total,Annual,,,2020,1885705,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2014,12801047,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2015,1481114,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2016,1575477,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2017,1573870,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2018,1613638,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2019,1680488,,
Qatar,Employed,Private Sector,Total,Number (#),Male,Annual,,,2020,1662413,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2014,147384,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2015,198825,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2016,210669,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2017,214557,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2018,221632,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2019,229326,,
Qatar,Employed,Private Sector,Total,Number (#),Female,Annual,,,2020,223292,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2014,11193,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2015,11991,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2016,10630,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2017,10978,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2018,10992,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2019,20179,,
Qatar,Employed,Private Sector,Citzens,Number (#),Total,Annual,,,2020,9209,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2014,7208,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2015,7730,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2016,5996,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2017,6218,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2018,6539,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2019,13017,,
Qatar,Employed,Private Sector,Citzens,Number (#),Male,Annual,,,2020,5993,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2014,3985,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2015,4261,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2016,4634,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2017,4580,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2018,4453,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2019,7162,,
Qatar,Employed,Private Sector,Citzens,Number (#),Female,Annual,,,2020,3216,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2014,1416295,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2015,1667948,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2016,1775516,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2017,1777629,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2018,1824278,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2019,1889635,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Total,Annual,,,2020,1876496,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2014,1272896,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2015,1473384,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2016,1569481,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2017,1567652,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2018,1607099,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2019,1667471,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Male,Annual,,,2020,1656420,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2014,143399,,
Qatar,Employed,Private Sector,Non Citzens,Number (#),Female,Annual,,,2015,194564,,
